fffffb4380	 0002546d5c
0148aed17f	 ff0aecf83c
ff459c3408	 003fadcdad
000ecc86f6	 000613e230
00aa353739	 ffd5f3e5b2
ff26f6882b	 ff1e5a0236
ffb3cd3ee4	 fff11ce9a9
00f0f47e45	 00cb0e7644
ffecf24eab	 fffb68f67f
0015361bd7	 ffc9b703c5
ffd7b049b4	 00283ae6d9
003e72b166	 ffb01e1ea0
00ffee2a8d	 ffcae0739c
0106c82045	 005a724797
00a136dd41	 0087e367d5
00cb055d7b	 00986b8cd5
ff67fbf7fd	 006409368c
002d951e99	 00155b5de6
ff5685c90b	 002b3774d2
00f9a062ce	 ff664aea34
0025b43bc5	 fe6eb1299c
00fe71a309	 fe853a347c
0079e536a8	 010df36531
00180083e9	 fefe2abf22
00d82e7056	 007aa94d04
001c874c17	 010620c46e
ff60b62ffa	 ffd4d1383a
ffd9512ff6	 ff7071eba6
0086b1c7c3	 ffabe817ac
ffda2b1f7f	 00a46413e2
00f43dfbf2	 012a2942fd
00cb004b6a	 00e67c793f
0013be7981	 ff82a2413a
ffc41a77c2	 0084a5b01a
ff0d25d382	 0003c15a29
ffd62d4aeb	 ff70cc016b
007ae9b161	 002f589b26
009b23d0f1	 ff94f9f28b
00a8564ad5	 005f316484
00d5b262d7	 004ba93745
fed4366cab	 00c9371dff
0119220e75	 ff4cd74258
ff2cb4fb2e	 003f0db437
01884a9530	 ffd636c85e
007a749b17	 ff80a1d747
0120364166	 000e4bff48
ffc7135873	 ff6f41f608
01afad3a3b	 007c0f4e92
ff1b9a7738	 0035708015
0028f1a04e	 ffd16d9774
0028ffbe17	 009e7d9799
0037f473b9	 ff84ae7c6d
0034ad9985	 0096e4130b
006eab3b98	 009fa470c9
feeedf2412	 00617549b5
000be8bf50	 ff6299862d
ff6452688c	 0059e822a6
007d73647e	 005bdb994f
0060e1e4c8	 ff870356be
ffd805c937	 fefdb5f866
fffd8a0575	 0069fe5fd5
0015e79b3c	 005a7bff6f
0057037667	 002b5e491d
ffe9da4e3d	 001d37f19d
00e126a884	 00d7f424d3
ff50b0349a	 ffbe37ba06
fe6bbb0f72	 ffbfbd768a
00990bd789	 ff6f5fde47
ff63eba22b	 ff61abed7a
ff185aef64	 ffb510f809
00d82b3773	 ffe92d53b9
00236e226a	 011d7657ef
005b16918c	 00b65d0e94
011cd2ca88	 ffac28742f
000fee3e6f	 001b11f324
ff062f1b1d	 ff8e4dc181
0025904ff8	 00ec099bfa
00379f4f8d	 ffc56e293e
ff7f888314	 ff66225069
00a4ac21f4	 ff5efffb48
ffb87f38ce	 00d8c4c439
00f1019212	 ff96f2e7d5
fef1d8efea	 0109202637
0002e5c89b	 0013f0f7d2
004f38dd30	 0091cea938
ff95bd83e0	 00b1d79cde
ffec235527	 fecd948767
ff79eb6bac	 009ee6244f
006e6cef01	 ff36c99943
ff6ca1b5ab	 006c381e6f
017adc36da	 ff70cd1d9e
ff8b688167	 0031da95e6
0022b19bbf	 ffa6016c2a
ffda0842bd	 fef86eb1bf
00aeb124ce	 00967db78d
0036627dde	 fff46b64ef
00aaba47a9	 ff79655125
fe8693fc90	 005db7faee
017f09e6a3	 ff9eedb89e
ffd778c049	 ff87eec246
0022eb752d	 ffcc5eb43b
004fcafa37	 017476580a
001919e421	 00273eafb8
ffc16c2902	 00217525a1
00ba9185b8	 00a4ec6b19
ffd69d8d17	 ff96d03aa1
fe01e677c6	 007de49541
00d272e020	 001c5ca428
fee545afe9	 ffeed52718
ff706e3318	 ff8bc29147
008a748182	 0003b80a1d
000a6f5541	 ffa8087d8d
0142f7221b	 001334db60
003e7765cc	 ffa46ddcc2
ff80753528	 ff46156911
006055d553	 004fd7bf34
00143da96b	 ff988678c3
00defcc1b0	 ffd27d5c65
fe61c1998f	 00f43ac918
01df21a37c	 004d660c24
ff0ea935b4	 006b8ca0da
0168df7d48	 00493bfde9
00b93f2eaf	 00164de3fe
ffa16196e3	 0000f3f1c7
00b30d3c33	 ffd8ca5d22
fe59783468	 ff4f5ac065
00bac83c57	 002a3ed369
ff47e57169	 0070fb800a
fffbe838d5	 ffda4ffdc6
ff33b3fe49	 00ba595722
0179b065ae	 0011478df6
ffa033b408	 00a40add7f
ff9617b881	 fff872eb9f
00eaad83d8	 fee52590e5
000f6c153a	 ffb8e23bb2
ff708bedeb	 0026fa832a
0145f60fff	 fecb4b80b4
ff21dd7804	 ffd7fbdf26
00b7d23277	 0091dc6899
ffa4adcd43	 002fc85198
ff15d9d86b	 003c710d42
0156417b95	 ff5e0106d9
ffc8688554	 01549b8eb5
ff70965ab3	 007e268c5f
ff1c832488	 003529a167
005b70a363	 002f6f5eb0
ff19cb0e1a	 00aa10a568
00349fdc67	 005aadb4d0
00104c297c	 ff71ddfe68
005b6e1efe	 ffb133d3cc
ffeaf9ec53	 fec3721b97
014356e4a6	 0093e1ede6
ffdb9130a6	 fe959caa2d
0015932f79	 ff87e5c6a7
ff2b507b2b	 ff9f2c12dc
00e8acdc58	 0156293967
0059ba09d9	 ff13232615
ff2df59f8d	 0010365277
001b531a63	 fe6bb2bcb3
0005a37a77	 0121049f57
0000cd3429	 fee272f0c2
ff6a890f36	 ff9005830b
00e41ce8c6	 01ef6db197
ff135d7dcf	 00861422e0
01da3f3f78	 ffd1221759
fef3b2b5fc	 009452ef10
003848b6d0	 ff0d41f5e3
ffd3991063	 006335eaa7
ff14e2c878	 fee08457ac
ff44e40426	 00a6b3219f
00e24881b6	 0086d1a01a
0009007d8e	 0119b38e21
ffb292c25a	 ffd9df9171
00891425ca	 009e3f2d77
001e2f94b3	 ffc5adaa40
feff32bb61	 005352a4c3
003edac83f	 ffa2a4c077
ff71497f40	 fe69a5816d
fffc12e75c	 008e74c52a
001f57f290	 00387fbe04
fedb06d18d	 ffd3ccfaec
00c9aa43cf	 ff741565cf
0057b43b54	 005fa1483d
001b86ecf5	 001f1f981f
01032d1cde	 ff8e0bd851
00774f0a81	 00239dbae8
ff7df5e6de	 ff49b6a820
00099cf6fd	 ff43aeb15d
ff6480e44b	 005e931cc6
fed00a0b5e	 00ca2728a8
ffbd7d7cdd	 00bc5aec9f
ff0366298f	 00a032883d
fff6086982	 fff5d64f36
007c86da27	 ff82dceb4f
ff6459a550	 ff9796878c
0046328546	 00cc11a4ac
01a99fe307	 ff8b081345
fdd2ced4f7	 fff609139e
014979f90c	 ff977d973b
ff6be5c6a7	 ff5ce2a147
00cf1de3aa	 fe623b04cb
ffb3c17dcb	 ff4e8bbb20
001be798e4	 ff3bfeae94
ff0e57d5ce	 00bd6e09de
008f1a5316	 ffb917873e
fff66a5e39	 001cb10311
ff8c321910	 005e2c6e2e
00e076f720	 ffac1d06da
ff08160816	 ffe3f66568
00405c1be8	 009b57d7ec
0065c6c84d	 001b863f02
002fd22378	 ffcfac6aab
ffaaa157b4	 ff707b81f3
ffa48a4592	 0071f2a9e2
ffe49ca880	 00a9f89051
ffc6cd438e	 00e74437de
ffd4d7857c	 00e53e663a
001b2996c4	 01042f3c6c
fe4648ab1b	 fef4f22ed6
00e851fdca	 00250dfe9b
0002a45abd	 ffa397644b
012a01eafb	 ffddbbffea
000c4d6eb9	 ffdc2fd497
ffd637f244	 ff30c97b68
fff259a166	 004e6755d6
ffa6bf757f	 febf41049c
009ffdb0c9	 fff834d06e
ff0bf0fe6a	 fff43e16ca
0197dd6684	 0090fac76e
ff01e3c5ba	 00b57ffd45
01a25acec8	 011bf33191
ff0cd6c955	 00df32f9fd
ffe199c048	 007784ad8d
0126cfa7f1	 00a1105b8d
fff5dbb082	 ffc2823ef2
ff382a2e55	 00ad0c7a0a
00a6395c1c	 00649ffa6d
fec848dc59	 007434e9b3
006c278db6	 00ac2331ce
ffc39166e7	 ffc14abbe8
fee1339533	 ffa4c6ab54
00ad4ae0e6	 ff9c539236
ffe28545e9	 febe2b3c71
011ebd3116	 ffbd98b8a2
01240b77d8	 ffd821df7d
ff7aa5cf4a	 ffe2a2d6ae
ff861d4053	 fef1c8c2be
0012e228c6	 008d537424
fffe03156c	 ffb012f90d
ff5be3a75e	 01482c79c9
006e24d2cc	 008b8b91c0
fff40d999b	 ffd4a46319
ff60f4dfa3	 015e0c3cc3
fff1404360	 ffb17d46fd
ff33b8960c	 0009408b98
00818a3783	 ffde8284e9
ff62874117	 00b54c8897
00696120ea	 ffdb63755b
fefe0e44fc	 fedcb8925a
ff2bdd5702	 002a26a41d
0004da844e	 ff081d07b6
ff74513e56	 0062fdb382
00e2fcc35f	 ff05d5d640
ff0417abf5	 fefbdcf5f9
008bdb748c	 fec183cafd
00a1bb9a4b	 0031ce0fc8
00caa7db00	 ffc85e69b8
004a38b3e0	 ffed204df4
ff02bb2301	 005daa32ae
0064f639ae	 009654f2da
001bbc7618	 ffffdb58b5
fec9d06ae7	 005228d3a5
ff66ce1095	 003e9edfdb
001d3db4b1	 00299cfaad
ffadf80211	 0076c4943f
fea6bc8998	 ff780c30ea
009a6c0d12	 fef2da9d10
fedf80c79b	 00583ecd30
003017e907	 00485876da
00ba61bc10	 ffa29bf679
ff55197a87	 fffaa1c406
007c2e282a	 011f5c64ed
ffc0e49038	 011cfc2282
011f0674e4	 fee5479344
00a742ffdf	 ff70517bad
ffd2e806e2	 fffc524c04
fff8dc4202	 ff31024e8f
ffefdf514a	 00381c6c0b
0111ed1004	 00436c2a48
ff71a0c733	 00539db92a
000a59a638	 006557574d
002056897f	 ff7182f43c
ffdf9969bf	 011b463911
002ec8a628	 015d6a2969
fed9e4a47f	 0056d300cd
002c26a78c	 ff64c051a3
0122e979ec	 016dc606c0
fda54d0f06	 011ae52e82
00951f4e01	 003ea6dd9a
ffa30fce0f	 002053154b
ffa52a66a3	 ffc1192602
008f34e318	 0034d0638f
005cc0fbbe	 ffdc7cab74
007894e709	 00afdf3c6f
003ec76082	 fe8f8536d8
0052463fb6	 00f292d366
0055507d31	 ffbf6e218a
ff5b6baec8	 00258385ab
006a5e188e	 004eccb932
0092f8db91	 00e487be76
004e5c9203	 00f19d4b4e
009a64b7d6	 fdceec185f
ff7d1b5e3d	 ffb40545db
ff2e8715eb	 00d19393a0
0115636b6d	 ff1194101c
fede1a985b	 0078f4d4ac
ffbb5266e3	 ffa95120b1
0184de9565	 fff37c6f55
0041d01a93	 0011457deb
ffbba271b4	 fe5718a8b5
ffec93990e	 002bfb1a7f
ffdc0fe92a	 ffab386a4f
ff8db9f3d0	 fffa3a9ac9
0053aaa07a	 0166913def
ff64f6407d	 005c1a3b20
00abf80b36	 ff07de4ad7
fece165b7c	 ff15080b4f
004c9604f8	 fef7a8b4e7
0076159f20	 ff399da5d3
ff1be403f7	 00538f6536
0073b1d16f	 004d5ad477
ff1c5e07c3	 ffd55a7484
010f40d0f2	 fddd2feee3
00865a054b	 fe24bd5799
007ecaba96	 000c7f5a4e
003edcb4c8	 00490f7029
fff508b1f2	 000f1f8c01
ff53743934	 fe79f18166
013f8351da	 00abd0b302
00386d1474	 00b5f5981d
ffbb5ad17d	 ff593dea96
0106d25cca	 ff47b938d6
ff98b5472a	 0030104a36
fff30264b5	 008936c8e7
0053b4221f	 fefe5d5ea4
ffa0d560b1	 0088656635
00a808dd00	 002a82b85a
ff4f6942f8	 ff7f43ea41
0064fd45cb	 fee3bad5e2
ffbc142104	 003d77aa41
00379c0d7f	 014b6f3a6f
ffbbfb5eaf	 ff0024aa96
ff239ae04b	 fee185d3ee
0100005608	 ffaaebda97
00b65d582e	 ff65d3458d
0045101c4f	 012748f478
0010fc888c	 00499fb09a
fef14d0156	 0114b178e8
ff06893604	 fde89ed459
00e88171a5	 00638b4a5e
00882679ba	 007691aafc
006115d5f3	 00b5a1be15
008552e82e	 007eaa8e46
ffa7eb108b	 00c8de15c6
ffa91fd11e	 00089d7acd
004e8e4dbc	 ffe140f8aa
0071a9f964	 00cccd3598
ffae7ef23a	 003352efc2
ffe8c1c620	 ff4733d90a
00b0ceea68	 003a20317f
0000010670	 0073537d13
007ef87c24	 0042226e69
ff83cc428e	 00b323f168
00b6b98975	 fff2a5fdc8
000984cf4f	 ff682a4598
ffd4ac2745	 00b8931ca8
00b55c49ba	 ffedb9f917
fffa561c5e	 ffd510f079
006b05db83	 00650ecae3
ff534264a5	 ff1b2581d7
ff96eedf7f	 018449f8d2
0003154dfb	 ffdd155882
00250068d5	 00e68bec13
00ade9d3e3	 ff769c2afd
00a2a312b1	 fff19ed347
0062f974bb	 feed089dbd
ff3f060feb	 ff4a1d84f0
0095f16b67	 ffe0ae21aa
fffb06df19	 ffceb20e78
ff499392da	 009ea7cf81
00897418f5	 ffae183a93
00fa57dd37	 007b3c1aa8
0001f4a11e	 001d8cb8df
014eca1a7f	 fe81ab9bee
0086228b5d	 ff5fd8afdb
ffe0d7ed97	 00e57472c3
00627af5a9	 00a944a2c4
ff2fce9f78	 ffe93f7122
00fba3f497	 ff260be437
ffea64e657	 ffdca094e8
ff6c4d354b	 00406c3072
001baf36f9	 ff1da03db2
004c3527ff	 ffaa250f7e
001faa5537	 005f76cb29
fe76c9a077	 fed87bbea9
007eebd0c9	 0093009002
0037bba02f	 0059749cd9
ff6b6518db	 ff9d6d485e
ffca5d8a8e	 ff9b2b0a9e
01072a2440	 ff9721048b
ffd2e6813a	 00059a2c95
00b166a696	 004b022fca
003ac4b78c	 001cb84366
ff45d48725	 ff61dc2b14
0021f4223d	 007f48f2b5
002a6815d7	 008f05a276
ffd3e7a806	 ffc055bf5e
ffaf39ff83	 0154867a67
0072914d30	 ffed46140a
008241af6d	 ff1e8647ef
00ab507e6d	 ffde8bfcb8
ffa8ddb262	 ffe89704a3
0069fca4ee	 00333662ee
0003a397db	 ffd9e0683d
ffd260a28c	 00a44488b9
001d043ffa	 ffc67e747c
003aac4e96	 01547cf652
00c5d3d2df	 0055c6d0fd
00ab0319e4	 004a3a3a74
ffe44a4be7	 ff6f78c41d
ff4ed85b62	 007695969a
ff6bef9492	 006dd68bee
ff57f0ce4e	 00ad9811c9
00b536bdd4	 0105802b08
ffe4d82be7	 002b7f14c0
006a597005	 004c46db8b
fff1562eb4	 005f320332
00a3977f4d	 01459eba6a
00deeda0b9	 00854410a4
00a7ea942e	 fed7acf1bc
ffabe73072	 011e1fea31
012b4a3e25	 ff7a7f9c94
fef6e97147	 014c64df5d
ffb500cfce	 ff7eaf1e13
003d259ded	 0035da886d
0011a5995d	 002a671065
ffed90a356	 ff75a4c1ea
ff0cde5cec	 ff704554bb
013536db01	 00f6da180a
ff79b7976d	 014b153da5
00ebe9ef42	 fe5c9fff80
0044a3fd38	 ff73e7a893
0077ed891c	 00f036a0b7
ff3129faff	 001d650415
00b0e30a9d	 00939357ee
ffe80943c5	 ff67dfe489
ff5f09490c	 0017dcac40
005954dfe4	 ff8cda63db
002983f23c	 0017d428fa
ff58b36801	 fff0ba47bd
003ea2f353	 ff41d78431
00d750682a	 ff91192121
fe7385e969	 fe93388549
01182c7c92	 ffceb1c7aa
ff4b5a13fe	 0044000bcb
001e00d1b7	 ff42a2e765
00c0f6f271	 ff2c95f519
ff11c43b1f	 ff3dd0562c
00bed00480	 004bdac770
0023b23988	 00c7cff93a
ffb0286e56	 ff8f6af000
0130e88d88	 fe5d2cc79e
ff8ed61021	 00147801c2
ffd1f72f5b	 011f94c21a
fff34b0b76	 0082bd10b6
00a65a5f83	 ffa620ab1a
ffa40a01de	 ffa46b7731
ffeb53c680	 ff7f018db7
ff0b451605	 003edfc8ac
0008d1bead	 ffeb8ace8b
0086eed1a3	 ffbd6a1199
00a229ddf2	 ffc8e7ac80
004a16b529	 00d791de6f
0036857dd7	 fec74de955
fffe0ec1f1	 ff5dd5c645
ffc78efcc3	 00779c00ca
ffb6b928b2	 feee66f21b
00626527df	 fe919ea9b2
01088237b3	 fffd3d9c41
005ef6a85f	 00d2c6deb9
ff7f46ed3d	 00d5645a49
fe47aa308c	 ffd0654d76
ffc99320d7	 0037644809
ff609d0560	 008738e2a6
00078fbe23	 ffb8fdc466
ffe3294466	 ff7d8371a4
0139b6b912	 012629d35f
ffd1466e7c	 000bd02ab2
001ae93f7c	 ffae8feec1
0092aa6e67	 001d45f690
ff8c5de9e4	 01277d2141
0046932394	 00837e52ef
ffa9f055cc	 ff9385fb55
0080235c5e	 0047a6ecd9
fe85228070	 004dda7793
00545bdabd	 0023252713
01520671fb	 ff40692649
0020c74483	 fff56ef2e4
011fc28940	 ff83426e2f
00acc8fd2c	 006a488e11
fef108fb72	 0066c6cee0
002aa75a20	 fdb4713c1c
fff10bd0bc	 0012b98b36
fff355cf12	 00975ba371
0041a56eb4	 ffb9a4c726
ffcf368e7d	 ff92f5385a
fec51ef46f	 00ba73b6be
00072dbcc4	 fff0fe688b
00289d140b	 00083838a1
ff8c21e055	 0041f8350e
011f7ed861	 006b99a90a
ff59269352	 00523a091e
ff25982e79	 fefb3a6b2e
ffc2231a1c	 fec1e4cf0f
000839bd58	 003a4b4014
00c93cf1ac	 0043a72123
ffd60dbb47	 004d90dbd8
fffdaf7e31	 ff51c52761
0138a1168b	 ff28dcf815
001c8ef4bb	 ffa935f5c2
00008836dd	 001f66a172
00f01d6ef2	 fee5030f54
00a764184a	 ffa3937308
ff1e25378c	 ff821ecc8c
ffdef8cfbf	 002835bd7c
003e457c29	 015882e88c
fed8aa87a2	 00006dc2c2
00270b3856	 feb6450fe0
00d757e850	 ffb3e9cce7
0076eafcea	 ff68c0f2c2
ff88234028	 0011b2e2cc
ff8a8e90ff	 00929b575f
ffe95559bb	 ff4aea8cd1
fffe24b43a	 fea83e6c7f
00117f577d	 00017109a1
003e3bcfb1	 00c7f2de65
00898fa400	 00023c93fc
000a85f055	 003280d5db
ffb8262536	 fe77c12812
00533b74b3	 ffd08951ea
0019ab33f2	 00782312de
002a6ab5a6	 ff3f69033e
006811ad9e	 00427d97f3
ff7b380e12	 ff217fee01
ff329e2dbc	 009cfc99e5
ff3c8bc60d	 007d305935
00819b57f4	 002eee95fa
0025168cfb	 00bf6f7cc5
ff691a1a76	 ff3eacd34c
fe7a4c41b5	 0013ae6516
001f640f81	 0023a1e824
ff378482a2	 007382fcba
00d393348c	 01000dc9ce
ffa5c4a8c2	 0012f48071
fff72fa906	 005a7b86f4
ff831961ab	 ffcd306821
0055ab2170	 00fa7a7bb6
ff9ac36955	 0014f92f02
0002ea708b	 ff72bbb1d1
0060898b5c	 0071612983
ff23e4e18d	 00151c5986
00c88264bc	 ff6bfd23c0
00b4cb331c	 00b4035e29
ff195d0c27	 ff36933430
00826c5e32	 ff6ded0848
0013edc1cb	 0082fcba29
ff674f77d0	 008ab4219e
00bdbc77ca	 00c7abc221
ff99c2fb2a	 01bb4c646b
fffa0c66ae	 006c1a461a
ff8395fc59	 0132b755c4
ffccc31a0b	 ff6adaf494
0045e8602d	 00a10cb46f
fefb3ab409	 00f2b1917c
ff2bfc9204	 0026c98c12
ffb155a275	 fefa3d212c
009c6643a5	 ffec19d84d
004bad7862	 ffcfcb4e86
00775cd010	 ffabbfd292
007fdd5352	 feaf456ff2
ff0457675c	 ffafe2b594
004872c5cd	 011d5137c3
ffb094ed87	 0064d4c81b
0052ed4a60	 fff106fc7b
013f62131f	 008baa4d16
000db2a5b2	 000bf073fb
ff7ff1f38f	 001fa8634b
0060fbd633	 002a480af2
ffff874d4b	 ff9ec81aed
ff87561860	 01243f85b9
ff703de5d1	 01443323a6
fea4675ae9	 ff3d255062
ff51bdfea3	 0065d7488b
006e9d9370	 00f89a1597
fe4f7c8555	 fffbb6669d
00a6afc358	 003d114e84
00ef8b0c35	 ff31d100f5
ff2afa2454	 010bda1c5b
0082801ea5	 ffc76d0a83
00713938aa	 ffc4b5685e
00861203c1	 ff2f1d5b6a
ffee730ee8	 001758d71e
00b2b5bb88	 00156d7520
00a2ba85c6	 feaa7709df
ff7fd5bbc5	 00af596aca
ffc246f372	 fecf23dd52
005736f498	 fffbc6c263
0072cce1c0	 0114f939fb
ff5ea26f4c	 009bb33439
ffea0e57d7	 ffdc0d47be
ffad42c103	 00301ce0a6
ffd039cd97	 00aa25f3d6
ff1f1b397d	 ffbbb93c50
002c6db6e3	 ff6d0460b1
ffc360e936	 0079bbd26d
000a00617b	 ff8f3b7b9b
0039990997	 012b66e448
fec2d9d2c7	 ffd4c22b76
009f4f82b8	 0121e3ab1e
00a09e8ea4	 ff71ab708c
ff1291ef82	 ff2296ca07
002061cffe	 008266a92c
00e8045674	 ffda59e94e
fdf9db5c00	 fe8fb4b5e6
0082cab273	 00b107ef7f
00817dd799	 fefa3a3f1b
00af0ed2b2	 001fa811da
ff10681595	 ff9fd226b3
ffa1276a4e	 0073d932a0
005af3a92d	 00c9c1c40b
ffb0cbade7	 ffe6f34345
feeac2709a	 ff021af193
00137bc198	 004622f660
ff1e96f985	 0060504264
ff0ff40a1a	 fedb4ec8e3
ff7a8ff4b1	 ff36cb7ea1
006eafd993	 ffd6920f86
fea012ce75	 ffd6a451a7
ff7f76ede1	 005df787ab
fffb701176	 00b5e38c65
00cff513ac	 fedbf44890
ffaf167e35	 ff7295ea5c
ffdd1edb19	 00057c0de6
00bdd786a1	 008472389b
ffe8ff1d1b	 009e131b23
002f700233	 feb4705f66
ffd8f24895	 007de1659a
00148e41e7	 00180ddcb2
00193cfc25	 ffa74a4d37
ffd6ea5acc	 005881bb92
00198ba2c8	 ff76de4b2a
003919b0d6	 ffc79e1f04
ff202551d3	 fed7df15bb
febd44d2c0	 002167efc5
ff33614c73	 009314997e
005bc10d27	 0076a9ca6b
0016dec91c	 fff9669ce1
000127dca9	 fff519595c
00641d0210	 ffd1cd983b
ffe0ec4b77	 ff94cc9855
ff7dbe3493	 ffd7825495
004954fd01	 fedb3195e3
00187d2c4a	 00cdc9929f
fee9c8ea60	 ff3708f362
fec16a165d	 00fd6b50bf
00a4ff4a86	 ff6bdec9a6
0074b50b44	 00183deb13
0032f61e25	 fe5caac435
0055964e30	 0020cd82da
009a11bd7d	 000fcf58e1
005a81d778	 ffc9400b34
ff45ba1c11	 00eeaa86ce
fffc8d4f7d	 ff7e363421
0000677220	 ffdb7b42f3
ff3f9db4de	 00e94872e0
ffcd0deb04	 ffc5181a46
00be5f1199	 00926b31c7
ffbd149dde	 ff449e4704
ffc0115136	 ff64581c0d
003b8d5095	 0079dcd1d2
ff21b74395	 00cbef4138
004e969b30	 ff4d6da1f0
fef2b8ee57	 004b4b1fa7
00a9f2c59e	 003ab67308
ffe7b6bc93	 000b04245f
ff6fe09333	 ff1a82d1d3
ffc9abfdaa	 ffdc7a967e
0078a84523	 fff36a69c5
00ae529f3f	 ff1e26cd7c
00dc365591	 ff8b7b26d4
fff6c4e84a	 00c9408f04
ff95a29e98	 00740f61d2
ffc327399f	 ffcc96d1e8
ff554448ec	 00b182adca
00182e609c	 006ec2c058
ff08e55c77	 01176f49b7
ffa2527c0e	 ffc26d3d11
ff7869a8e0	 001d5e04f2
00188c93b3	 0115c56bf6
fffb8ab884	 ffb85e1660
ff90cef378	 fffaae1511
ff443ec378	 fffe096551
002f9daba1	 0032633798
ffd4f96eca	 001cff4dd0
ffdcb5d675	 ff5c1d3cfe
005d00084d	 fff6be5e27
002b1c8da8	 008aa49cad
ffea530e52	 ff8f69cfbd
003e2b573e	 00aa84c2eb
ff7f74693d	 ff7a62befd
006ec1141e	 ff813b1317
000f394c0b	 005b794560
ff2e7e2ad1	 0028c0c27c
ffad3723f5	 ff3c220dce
00008407f3	 00bfbdb5b8
ffb4138b20	 00f996e853
ffba149306	 00c6888ca4
ff1439156c	 ffac227f20
ffef169ac8	 ff7fa25e81
ffd207d8da	 002b448dcd
ffed759be0	 007efcd9a6
006c2da864	 ff96c61d0a
ff8685cd7c	 ffc91f44d8
ffde509c18	 009a2d810a
ffd7f850e8	 ffb3b362d0
001c935c56	 ff7f87c304
0005fb9c39	 00516567b8
ffa63ef58c	 ff2bf0e559
00765b00ef	 00670e7a31
0088a36974	 00189c9b68
0035227d0a	 0090dc1a37
ffcacc8be7	 ff4fb9d018
0014045d6a	 ff6f36575a
008516c661	 0078c1d339
ffdea6ca33	 ffb8801e0d
ff2959042c	 000374e2da
ffc2da2aa7	 0012354628
ff5144162f	 ffecbf49b2
ffe7244a46	 00a5b66a87
0008e72a82	 ffc5542f00
fff6910d77	 ffa96abb16
ff48ce0142	 008b571762
ff6e5026cc	 0026a3b8e5
ffd30cd4eb	 fec3faae10
ffcb42bd51	 ffa6fae46b
002a44a509	 005c2edd6c
ffe7cab1ac	 fff87b9299
00d3d16062	 006d9fb2e3
0040078555	 00978ed593
ffdc9738b3	 ffc6058cd4
00c0f2d25f	 008b1519cb
004f261df6	 ff6e57a91e
0001693108	 fffe9439cc
004a175b97	 0054d98f4f
ff9d7f59a0	 00138c076e
00490057e6	 00487fc30e
ffe9612aef	 006be99111
ff9579e2a4	 000d72bffa
006c2cec8b	 ff69f0ad48
ffbb5bcbfe	 ff312807ea
ffbc093fc1	 ffe3aa5044
00497811fa	 ffafb703ac
ffaa5a0fe0	 ffaff3e7d9
ffa8ee1480	 ffd9e6361d
ffe54d2793	 0013a110a3
0046bb1421	 ff6f0a52c2
ffda3c0bef	 00a2019186
00122775de	 fff1a3e0c0
0028602cc6	 002056fd29
002fc884c2	 001246f180
007001adc8	 ffeb192fad
ffbc92c439	 ffb679891b
ffd3119541	 008655031d
ffefe65a8c	 00511dc410
ffaf1363c5	 005e3f2df0
fffcf319c9	 001697f8fd
004af9f2bd	 00828294a5
fff3b428d4	 fff5c91a9c
0048bb38ad	 ffbf2694d9
fffeae5737	 ff6bb54980
fff1c8ee65	 ff7e97b28a
00089b4b95	 00315d2c53
ffeffe808f	 004e6d13b5
00119c7475	 ff80772e87
ffa8de6ace	 0076ddc7b9
ffa42fbf29	 00169b455e
ffa497e164	 ff1d1cbaba
0089ac8847	 ffc385829a
005440ea8d	 005917a2b6
fff5c1dddf	 ffcbaa4557
001f1b41e8	 00659d0d94
ffd3669b2d	 002f80a564
0004ac2732	 004060f3ba
0055157b17	 00253dff8d
fff4527ecf	 ffae2b0945
000a479c42	 ffd9131012
0001deca45	 0026055eae
ffc2d30c30	 003c1032d8
003e02c18d	 0031cb56c2
ffddf5cdcc	 002c97e8c8
ffdbde87ec	 002bc3de30
0011bb5ec1	 ff9a952930
00023542f3	 ffe2fdd0be
0005028a7e	 ffafeb4ffb
fff95986b9	 0023560061
0001bac157	 ffc8ba89fc
0001b16ab1	 001b0c727e
0002203748	 fffd00b841
fffd4f7e4a	 00038945d8
ffffc8cc00	 fffbb07653
0001922800	 000b549220
ffff743800	 fffdaa1da4
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
